19.000000,18.990499,11.400000,0.000000,80.000000,0.000000,-3.000000,8183.000000,22.000000,22.000000,8.825000,0.000000,0.000000,0.000000,0.000000
19.000000,18.990499,12.771999,0.000000,80.000000,-2.000000,-5.000000,8183.000000,14.000000,14.000000,8.654375,-0.014544,-0.130886,0.001904,-32.724926
19.000000,18.990499,14.116559,0.000000,78.000000,-2.000000,-5.000000,8202.000000,22.000000,22.000000,8.488016,-0.014544,-0.305400,0.004442,-43.633224
18.000000,18.993488,15.434228,0.000000,86.000000,-2.000000,-5.000000,8202.000000,33.000000,33.000000,8.325816,-0.014544,-0.305400,0.004442,0.000000
17.000000,19.009600,16.725544,0.000000,95.000000,-2.000000,-5.000000,7919.000000,46.000000,46.000000,8.167671,-0.014544,-0.305400,0.004442,0.000000
17.000000,19.033218,17.991034,0.000000,98.000000,-2.000000,-5.000000,7919.000000,54.000000,54.000000,8.013479,-0.014544,-0.305400,0.004442,0.000000
17.000000,18.960070,19.231213,0.000000,100.000000,-2.000000,-5.000000,7651.000000,64.000000,64.000000,7.863142,-0.014544,-0.305400,0.004442,0.000000
19.000000,18.607729,20.446589,0.000000,110.000000,1.000000,-2.000000,7477.000000,100.000000,100.000000,7.716563,-0.014544,-0.305400,0.004442,0.000000
19.000000,17.958780,21.637657,0.000000,83.000000,2.000000,-1.000000,7295.000000,100.000000,100.000000,7.573649,-0.014544,-0.043629,0.000635,65.449844
19.000000,17.315071,22.804905,0.000000,53.000000,3.000000,0.000000,7295.000000,91.000000,91.000000,7.434308,-0.014544,0.043629,-0.000635,21.816614
19.000000,17.136009,23.948807,0.000000,44.000000,4.000000,1.000000,7273.000000,90.000000,90.000000,7.298450,-0.014544,0.130886,-0.001904,21.816616
22.000000,17.579311,25.069830,0.000000,3.000000,5.000000,2.000000,7273.000000,70.000000,70.000000,7.165989,-0.014544,0.218143,-0.003173,21.816612
22.000000,18.283571,26.168434,0.000000,-28.000000,6.000000,3.000000,7480.000000,51.000000,51.000000,7.036839,-0.014544,0.305400,-0.004442,21.816612
22.000000,18.793602,27.245066,0.000000,-40.000000,7.000000,4.000000,7480.000000,42.000000,42.000000,6.910918,-0.014544,0.392658,-0.005711,21.816620
22.000000,19.214840,28.300165,0.000000,-67.000000,10.000000,7.000000,7733.000000,40.000000,40.000000,6.788145,-0.014544,0.479915,-0.006981,21.816612
22.000000,19.981970,29.334162,0.000000,-56.000000,11.000000,8.000000,7718.000000,38.000000,38.000000,6.668441,-0.014544,0.741686,-0.010788,65.449844
22.000000,21.035728,30.347479,0.000000,-62.000000,12.000000,9.000000,7718.000000,29.000000,29.000000,6.551730,-0.014544,0.828944,-0.012057,21.816616
22.000000,21.817879,31.340528,0.000000,-67.000000,13.000000,11.000000,7855.000000,25.000000,25.000000,6.437937,-0.014544,0.916201,-0.013327,21.816622
19.000000,22.077801,32.313717,0.000000,-42.000000,15.000000,12.000000,7855.000000,36.000000,36.000000,6.326988,-0.009696,1.047094,-0.014596,32.724915
18.000000,22.088648,33.267441,0.000000,1.000000,16.000000,14.000000,7910.000000,57.000000,57.000000,6.218813,-0.014544,1.177980,-0.016500,32.724934
18.000000,22.093908,34.202091,0.000000,-7.000000,18.000000,15.000000,7910.000000,55.000000,55.000000,6.113343,-0.009696,1.308874,-0.017769,32.724915
18.000000,21.844490,35.118050,0.000000,15.000000,22.000000,19.000000,7696.000000,90.000000,90.000000,6.010509,-0.014544,1.439760,-0.019673,32.724934
18.000000,20.972710,36.015690,0.000000,8.000000,23.000000,20.000000,7678.000000,82.000000,82.000000,5.910247,-0.014544,1.788788,-0.024749,87.266449
18.000000,19.630001,36.895374,0.000000,0.000000,25.000000,22.000000,7678.000000,81.000000,81.000000,5.812490,-0.014544,1.876046,-0.026019,21.816605
16.000000,18.487850,37.757465,0.000000,12.000000,26.000000,24.000000,7494.000000,88.000000,88.000000,5.717178,-0.014544,2.050560,-0.028557,43.633244
16.000000,18.000431,38.602318,0.000000,29.000000,28.000000,26.000000,7494.000000,100.000000,100.000000,5.624249,-0.009696,2.181453,-0.029826,32.724922
16.000000,17.969282,39.430271,0.000000,10.000000,30.000000,28.000000,7538.000000,94.000000,94.000000,5.533643,-0.009696,2.355978,-0.031518,43.633224
16.000000,17.851839,40.241665,0.000000,-5.000000,32.000000,30.000000,7538.000000,88.000000,88.000000,5.445302,-0.009696,2.530503,-0.033211,43.633244
15.000000,17.351500,41.036831,0.000000,-66.000000,38.000000,35.000000,7548.000000,86.000000,86.000000,5.359169,-0.009696,2.705028,-0.034903,43.633224
15.000000,16.647612,41.816093,0.000000,-73.000000,39.000000,36.000000,7540.000000,65.000000,65.000000,5.275190,-0.014544,3.184942,-0.041884,119.991379
15.000000,16.132690,42.579773,0.000000,-101.000000,41.000000,38.000000,7540.000000,43.000000,43.000000,5.193310,-0.014544,3.272200,-0.043153,21.816641
15.000000,15.881741,43.328178,0.000000,-116.000000,43.000000,41.000000,7872.000000,31.000000,31.000000,5.113478,-0.014544,3.446714,-0.045691,43.633209
15.000000,15.640029,44.061615,0.000000,-122.000000,45.000000,43.000000,7872.000000,19.000000,19.000000,5.035641,-0.009696,3.664870,-0.047807,54.541531
16.000000,15.303280,44.780384,0.000000,-111.000000,47.000000,45.000000,8051.000000,17.000000,17.000000,4.959750,-0.009696,3.839395,-0.049499,43.633247
15.000000,15.036420,45.484776,0.000000,-113.000000,49.000000,47.000000,8051.000000,10.000000,10.000000,4.885756,-0.009696,4.013920,-0.051191,43.633247
