-0.004848,-0.043633,0.000212,-10.908307
-0.004848,-0.218164,0.001058,-43.633232
-0.004848,-0.218164,0.001058,0.000000
-0.004848,-0.218164,0.001058,0.000000
-0.004848,-0.218164,0.001058,0.000000
-0.004848,-0.218164,0.001058,0.000000
-0.004848,-0.218164,0.001058,0.000000
-0.004848,-0.043633,0.000212,43.633232
-0.004848,-0.043633,0.000212,0.000000
-0.009696,-0.000002,-0.000212,10.908307
-0.009696,0.087261,-0.001058,21.816614
-0.009696,0.174523,-0.001904,21.816616
-0.009696,0.261786,-0.002750,21.816612
-0.009696,0.349048,-0.003596,21.816616
-0.009696,0.610835,-0.006135,65.449852
-0.004848,0.654468,-0.006346,10.908306
-0.009696,0.785361,-0.007615,32.724918
-0.009696,0.872624,-0.008461,21.816622
-0.004848,1.003522,-0.009096,32.724922
-0.004848,1.178053,-0.009942,43.633224
-0.009696,1.308946,-0.011211,32.724922
-0.009696,1.657996,-0.014596,87.266464
-0.004848,1.701628,-0.014808,10.908302
-0.004848,1.876159,-0.015654,43.633244
-0.004848,2.050690,-0.016500,43.633224
-0.004848,2.225221,-0.017346,43.633224
-0.004848,2.312486,-0.017769,21.816624
0.000000,3.228784,-0.017769,229.074432
0.000000,3.577850,-0.017769,87.266487
0.000000,3.752383,-0.017769,43.633209
0.000000,3.839649,-0.017769,21.816641
0.000000,4.014182,-0.017769,43.633209
0.000000,4.188715,-0.017769,43.633282
0.000000,4.363248,-0.017769,43.633209
0.000000,4.537781,-0.017769,43.633209
0.000000,4.974113,-0.017769,109.083130
0.000000,5.061380,-0.017769,21.816566
0.000000,5.235913,-0.017769,43.633282
0.000000,5.410445,-0.017769,43.633133
0.000000,5.584978,-0.017769,43.633282
0.000000,5.759511,-0.017769,43.633282
0.000000,6.283110,-0.017769,130.899704
0.000000,6.283110,-0.017769,0.000000
0.000000,6.719442,-0.017769,109.083054
0.000000,6.544909,-0.017769,-43.633282
0.000000,6.981241,-0.017769,109.083054
-0.004848,7.112140,-0.018404,32.724960
0.000000,7.243040,-0.018404,32.724960
0.000000,7.330306,-0.018404,21.816641
0.000000,7.504838,-0.018404,43.633133
0.000000,7.592105,-0.018404,21.816641
-0.004848,7.635738,-0.018615,10.908320
0.000000,7.679371,-0.018615,10.908320
-0.004848,7.723004,-0.018827,10.908320
0.000000,7.766638,-0.018827,10.908320
0.000000,7.417572,-0.018827,-87.266563
-0.004848,7.723001,-0.020308,76.358246
-0.004848,7.373939,-0.018615,-87.266495
-0.004848,7.373939,-0.018615,0.000000
-0.004848,7.373939,-0.018615,0.000000
-0.004848,7.373939,-0.018615,0.000000
0.000000,7.330306,-0.018615,-10.908246
0.000000,7.330306,-0.018615,0.000000
0.000000,7.330306,-0.018615,0.000000
0.000000,7.330306,-0.018615,0.000000
0.000000,7.330306,-0.018615,0.000000
0.000000,7.330306,-0.018615,0.000000
-0.004848,7.373939,-0.018827,10.908246
-0.014544,7.461196,-0.020096,21.816641
0.000000,7.417562,-0.020096,-10.908395
0.000000,7.417562,-0.020096,0.000000
-0.019393,7.592063,-0.023480,43.633282
0.000000,7.417530,-0.023480,-43.633282
-0.019393,7.592031,-0.026865,43.633282
0.000000,7.417498,-0.026865,-43.633282
-0.019393,7.591998,-0.030249,43.633282
-0.004848,7.461100,-0.029615,-32.724960
-0.009696,7.504731,-0.030038,10.908320
-0.019393,7.591981,-0.031730,21.816641
-0.004848,7.548348,-0.031518,-10.908320
-0.014544,7.635605,-0.032788,21.816641
-0.014544,7.635605,-0.032788,0.000000
-0.029089,7.766449,-0.036595,32.724888
-0.019393,7.679200,-0.034903,-21.816566
-0.043633,7.984342,-0.048225,76.358170
-0.024241,7.809860,-0.043995,-43.633282
-0.048481,8.027769,-0.054568,54.541527
-0.053330,8.071341,-0.056894,10.908320
-0.033937,7.896908,-0.050972,-43.633209
-0.058178,8.114705,-0.063657,54.541527
-0.043633,7.983930,-0.057947,-32.724888
-0.072722,8.245038,-0.076969,65.449852
-0.053329,8.070753,-0.067666,-43.633282
-0.077570,8.288263,-0.084572,54.541527
-0.063026,8.157623,-0.076327,-32.724888
-0.087266,8.374959,-0.095342,54.541527
-0.072722,8.244406,-0.085831,-32.724888
-0.096963,8.461547,-0.106952,54.541527
-0.087266,8.374613,-0.099346,-21.816641
-0.106659,8.548154,-0.117926,43.633209
-0.096963,8.374441,-0.101029,-43.633209
-0.111507,8.677977,-0.135017,76.358170
-0.101811,8.417533,-0.108409,-65.449852
-0.106659,8.808001,-0.150214,98.174805
-0.111507,8.504464,-0.116227,-76.358246
-0.116355,8.894508,-0.161817,98.174881
-0.130900,8.591688,-0.121950,-76.358246
-0.140596,8.850904,-0.158636,65.449852
-0.130900,8.591345,-0.124465,-65.449852
-0.145444,8.893553,-0.168732,76.358246
-0.135748,8.634162,-0.133302,-65.449921
-0.140596,9.022986,-0.188332,98.174805
-0.140596,8.677364,-0.139416,-87.266495
-0.145444,9.065917,-0.196331,98.174736
-0.145444,8.720537,-0.145740,-87.266418
-0.145444,9.065917,-0.196331,87.266418
-0.150292,8.763927,-0.150599,-76.358170
-0.159989,9.022384,-0.192306,65.449921
-0.145444,8.806520,-0.160687,-54.541603
-0.164837,8.978688,-0.189326,43.633282
-0.145444,8.805998,-0.164031,-43.633282
-0.169685,9.021030,-0.200873,54.541527
-0.150292,8.848465,-0.174740,-43.633133
-0.169685,9.020491,-0.204214,43.633133
-0.145444,8.890973,-0.185243,-32.724812
-0.145444,8.890973,-0.185243,0.000000
-0.145444,8.890973,-0.185243,0.000000
-0.145444,8.890973,-0.185243,0.000000
-0.145444,8.890973,-0.185243,0.000000
-0.150292,8.934114,-0.191776,10.908246
-0.150292,8.934114,-0.191776,0.000000
-0.145444,8.977287,-0.198099,10.908320
-0.145444,9.063632,-0.210747,21.816566
-0.150292,9.106773,-0.217280,10.908395
-0.150292,9.106773,-0.217280,0.000000
-0.155140,9.149882,-0.224022,10.908246
-0.150292,9.193024,-0.230555,10.908320
-0.155140,9.236134,-0.237298,10.908395
-0.155140,9.236134,-0.237298,0.000000
-0.159989,9.365361,-0.258151,32.724739
-0.159989,9.365361,-0.258151,0.000000
-0.155140,9.408470,-0.264893,10.908320
-0.159989,9.451547,-0.271844,10.908395
-0.159989,9.537699,-0.285746,21.816566
-0.159989,9.537699,-0.285746,0.000000
-0.164837,9.666824,-0.307226,32.724960
-0.164837,9.666824,-0.307226,0.000000
-0.164837,9.752908,-0.321545,21.816566
-0.169685,9.795915,-0.328914,10.908395
-0.174533,9.838884,-0.336491,10.908246
-0.169685,9.881891,-0.343859,10.908320
-0.169685,9.967904,-0.358596,21.816641
-0.174533,10.096815,-0.381326,32.724960
-0.174533,10.096815,-0.381326,0.000000
-0.174533,10.182755,-0.396480,21.816566
-0.179381,10.225688,-0.404265,10.908246
-0.174533,10.268659,-0.411842,10.908320
-0.179381,10.311592,-0.419627,10.908395
-0.169685,10.483618,-0.449101,43.633133
-0.179381,10.569484,-0.464671,21.816641
-0.179381,10.655350,-0.480241,21.816566
-0.179381,10.655350,-0.480241,0.000000
-0.179381,10.741217,-0.495811,21.816715
-0.174533,10.784187,-0.503388,10.908320
-0.179381,10.827120,-0.511173,10.908246
-0.179381,10.912987,-0.526743,21.816715
-0.174533,11.041898,-0.549474,32.724812
-0.174533,11.041898,-0.549474,0.000000
-0.169685,11.084905,-0.556842,10.908320
-0.169685,11.170918,-0.571579,21.816715
-0.155140,11.300246,-0.591805,32.724960
-0.164837,11.300246,-0.591805,-0.000074
-0.135748,11.559637,-0.627235,65.449776
-0.159988,11.430409,-0.606382,-32.724888
-0.155140,11.473518,-0.613124,10.908246
-0.150292,11.516660,-0.619657,10.908395
-0.145444,11.559832,-0.625981,10.908246
-0.145444,11.646176,-0.638628,21.816641
-0.145444,11.646176,-0.638628,0.000000
-0.135748,11.819104,-0.662248,43.633282
-0.135748,11.819104,-0.662248,0.000000
