-0.009696,-0.087262,0.000846,-21.816614
-0.014544,-0.305405,0.004019,-54.541534
-0.014544,-0.305405,0.004019,0.000000
-0.014544,-0.305405,0.004019,0.000000
-0.014544,-0.305405,0.004019,0.000000
-0.014544,-0.305405,0.004019,0.000000
-0.014544,-0.305405,0.004019,0.000000
-0.014544,-0.218148,0.002750,21.816612
-0.014544,-0.218148,0.002750,0.000000
-0.014544,-0.218148,0.002750,0.000000
-0.019393,-0.174523,0.001904,10.908307
-0.014544,-0.130895,0.001269,10.908306
-0.014544,-0.043637,0.000000,21.816616
-0.019393,-0.000012,-0.000846,10.908307
-0.019393,0.174488,-0.004230,43.633228
-0.014544,0.218116,-0.004865,10.908307
-0.014544,0.305374,-0.006134,21.816612
-0.019393,0.436249,-0.008673,32.724926
-0.014544,0.567135,-0.010576,32.724918
-0.019393,0.698010,-0.013115,32.724922
-0.014544,0.828895,-0.015019,32.724922
-0.014544,1.177924,-0.020095,87.266472
-0.019393,1.221549,-0.020941,10.908302
-0.019393,1.396049,-0.024326,43.633232
-0.014544,1.526935,-0.026230,32.724915
-0.014544,1.701450,-0.028768,43.633244
-0.014544,1.875964,-0.031306,43.633209
-0.019393,2.268589,-0.038921,98.174789
-0.014544,2.748504,-0.045902,119.991394
-0.014544,2.923019,-0.048440,43.633209
-0.014544,3.097533,-0.050979,43.633209
-0.014544,3.272048,-0.053517,43.633282
-0.019393,3.490173,-0.057748,54.541531
-0.019393,3.664673,-0.061132,43.633209
-0.019393,3.926423,-0.066209,65.449852
-0.019393,4.362673,-0.074670,109.083092
-0.019393,4.537173,-0.078054,43.633247
-0.019393,4.711673,-0.081439,43.633209
-0.019393,4.886173,-0.084823,43.633247
-0.024241,5.104275,-0.090111,54.541565
-0.019393,5.322400,-0.094342,54.541492
-0.019393,5.496901,-0.097726,43.633282
-0.019393,6.020401,-0.107879,130.899704
-0.019393,6.107651,-0.109571,21.816566
-0.019393,6.282151,-0.112956,43.633209
-0.019393,6.456651,-0.116340,43.633282
-0.019393,6.631151,-0.119725,43.633209
-0.019393,6.805651,-0.123109,43.633209
-0.019393,6.980152,-0.126494,43.633282
-0.019393,7.416402,-0.134955,109.083054
-0.019393,7.503652,-0.136647,21.816641
