16.000000,15.992001,11.400000,0.000000,63.000000,0.000000,-1.000000,8008.000000,21.000000,21.000000,11.750000,0.000000,0.000000,0.000000,0.000000
16.000000,15.992001,12.771999,0.000000,63.000000,-2.000000,-3.000000,8008.000000,9.000000,9.000000,11.506250,-0.004848,-0.043633,0.000212,-10.908307
16.000000,15.992001,14.116559,0.000000,66.000000,-2.000000,-3.000000,8008.000000,18.000000,18.000000,11.268594,-0.004848,-0.218164,0.001058,-43.633232
16.000000,15.992001,15.434228,0.000000,64.000000,-2.000000,-3.000000,7976.000000,23.000000,23.000000,11.036879,-0.004848,-0.218164,0.001058,0.000000
16.000000,15.992001,16.725544,0.000000,66.000000,-2.000000,-3.000000,7976.000000,29.000000,29.000000,10.810957,-0.004848,-0.218164,0.001058,0.000000
16.000000,15.992001,17.991034,0.000000,70.000000,-2.000000,-3.000000,7913.000000,36.000000,36.000000,10.590683,-0.004848,-0.218164,0.001058,0.000000
17.000000,15.989010,19.231213,0.000000,65.000000,-2.000000,-3.000000,7913.000000,37.000000,37.000000,10.375916,-0.004848,-0.218164,0.001058,0.000000
19.000000,15.969910,20.446589,0.000000,44.000000,-1.000000,-2.000000,7786.000000,39.000000,39.000000,10.166517,-0.004848,-0.218164,0.001058,0.000000
19.000000,15.933171,21.637657,0.000000,40.000000,-1.000000,-2.000000,7786.000000,37.000000,37.000000,9.962355,-0.004848,-0.130898,0.000635,21.816616
19.000000,15.995819,22.804905,0.000000,42.000000,-1.000000,-2.000000,7732.000000,38.000000,38.000000,9.763296,-0.004848,-0.130898,0.000635,0.000000
19.000000,16.425831,23.948807,0.000000,41.000000,0.000000,-2.000000,7732.000000,42.000000,42.000000,9.569214,-0.004848,-0.130898,0.000635,0.000000
19.000000,17.311249,25.069830,0.000000,37.000000,0.000000,-1.000000,7665.000000,45.000000,45.000000,9.379984,-0.009696,-0.087267,0.000212,10.908307
19.000000,18.293961,26.168434,0.000000,34.000000,1.000000,0.000000,7665.000000,50.000000,50.000000,9.195484,-0.004848,-0.043634,0.000000,10.908307
19.000000,18.903030,27.245066,0.000000,30.000000,1.000000,0.000000,7567.000000,46.000000,46.000000,9.015597,-0.004848,0.043631,-0.000423,21.816614
17.000000,19.065809,28.300165,0.000000,19.000000,3.000000,2.000000,7545.000000,55.000000,55.000000,8.840207,-0.004848,0.043631,-0.000423,0.000000
17.000000,19.057930,29.334162,0.000000,13.000000,4.000000,3.000000,7545.000000,55.000000,55.000000,8.669202,-0.004848,0.218162,-0.001269,43.633232
