id,color,turn,p,i,d
3551,7,12,4.212,-0.746402,9.1125
3552,7,3,4.212,-0.719108,0
3553,7,3,4.212,-0.691814,0
3554,3,22,4.86,-0.662421,18.225
3555,3,13,5.184,-0.629878,9.1125
3556,2,23,5.832,-0.594186,18.225
3557,2,5,5.832,-0.556395,0
3558,2,5,5.832,-0.518604,0
3559,3,5,5.832,-0.480812,0
3560,3,5,5.832,-0.443021,0
3561,2,5,5.832,-0.40523,0
3562,2,5,5.832,-0.367438,0
3563,2,5,5.832,-0.329647,0
3564,2,5,5.832,-0.291855,0
3565,2,5,5.832,-0.254064,0
3566,2,5,5.832,-0.216273,0
3567,3,5,5.832,-0.178481,0
3568,1,5,5.832,-0.14069,0
3569,1,15,6.156,-0.101849,9.1125
3570,1,6,6.156,-0.061958,0
3571,2,6,6.156,-0.022067,0
3572,1,6,6.156,0.017824,0
3573,1,6,6.156,0.057715,0
3574,1,6,6.156,0.097606,0
3575,2,6,6.156,0.137496,0
3576,1,6,6.156,0.177387,0
3577,2,6,6.156,0.217278,0
3578,2,6,6.156,0.257169,0
3579,2,-2,5.832,0.29601,-9.1125
3580,2,6,5.832,0.333802,0
3581,2,6,5.832,0.371593,0
3582,1,15,6.156,0.410434,9.1125
3583,1,6,6.156,0.450325,0
3584,1,6,6.156,0.490216,0
3585,1,6,6.156,0.530107,0
3586,1,6,6.156,0.569998,0
3587,2,6,6.156,0.609889,0
3588,2,6,6.156,0.649779,0
3589,2,-2,5.832,0.688621,-9.1125
3590,1,15,6.156,0.727462,9.1125
3591,1,6,6.156,0.767353,0
3592,1,6,6.156,0.807243,0
3593,1,7,6.156,0.847134,0
3594,1,7,6.156,0.887025,0
3595,1,7,6.156,0.926916,0
3596,1,7,6.156,0.966807,0
3597,1,7,6.156,1.006698,0
3598,1,7,6.156,1.046589,0
3599,2,7,6.156,1.086479,0
3600,2,7,6.156,1.12637,0
3601,2,-2,5.832,1.165212,-9.1125
3602,2,7,5.832,1.203003,0
3603,2,7,5.832,1.240794,0
3604,2,7,5.832,1.278586,0
3605,2,7,5.832,1.316377,0
3606,2,7,5.832,1.354168,0
3607,2,7,5.832,1.39196,0
3608,2,7,5.832,1.429751,0
3609,2,7,5.832,1.467543,0
3610,2,7,5.832,1.505334,0
3611,2,7,5.832,1.543125,0
3612,2,7,5.832,1.580917,0
3613,2,7,5.832,1.618708,0
3614,2,7,5.832,1.656499,0
3615,3,7,5.832,1.694291,0
3616,2,7,5.832,1.732082,0
3617,3,7,5.832,1.769873,0
3618,3,7,5.832,1.807665,0
3619,3,-1,5.508,1.844406,-9.1125
3620,3,7,5.508,1.880098,0
3621,3,7,5.508,1.91579,0
3622,3,7,5.508,1.951482,0
3623,2,16,5.832,1.988224,9.1125
3624,2,7,5.832,2.026015,0
3625,2,7,5.832,2.063807,0
3626,2,7,5.832,2.101598,0
3627,3,7,5.832,2.139389,0
3628,3,8,5.832,2.177181,0
3629,3,-1,5.508,2.213922,-9.1125
3630,3,7,5.508,2.249614,0
3631,3,7,5.508,2.285306,0
3632,3,7,5.508,2.320997,0
3633,3,7,5.508,2.356689,0
3634,3,7,5.508,2.392381,0
3635,3,7,5.508,2.428073,0
3636,3,7,5.508,2.463764,0
3637,3,8,5.508,2.499456,0
3638,3,8,5.508,2.535148,0
3639,2,17,5.832,2.57189,9.1125
3640,3,8,5.832,2.609681,0
3641,3,8,5.832,2.647472,0
3642,3,0,5.508,2.684214,-9.1125
3643,3,8,5.508,2.719906,0
3644,3,8,5.508,2.755598,0
3645,3,8,5.508,2.791289,0
3646,3,8,5.508,2.826981,0
3647,3,8,5.508,2.862673,0
3648,4,8,5.508,2.898365,0
3649,4,8,5.508,2.934056,0
3650,4,0,5.184,2.968699,-9.1125
3651,7,-1,4.86,3.001241,-9.1125
3652,7,-1,4.536,3.031684,-9.1125
3653,6,7,4.536,3.061077,0
3654,7,7,4.536,3.090471,0
3655,7,7,4.536,3.119864,0
3656,7,-1,4.212,3.148208,-9.1125
3657,5,16,4.536,3.176551,9.1125
3658,4,17,4.86,3.206994,9.1125
3659,4,17,5.184,3.239537,9.1125
3660,4,8,5.184,3.273129,0
3661,4,8,5.184,3.306721,0
3662,4,8,5.184,3.340314,0
3663,3,17,5.508,3.374956,9.1125
3664,3,8,5.508,3.410648,0
3665,3,8,5.508,3.446339,0
3666,3,8,5.508,3.482031,0
3667,3,9,5.508,3.517723,0
3668,3,9,5.508,3.553415,0
3669,3,9,5.508,3.589107,0
3670,3,9,5.508,3.624798,0
3671,3,9,5.508,3.66049,0
3672,3,9,5.508,3.696182,0
3673,3,9,5.508,3.731874,0
3674,3,9,5.508,3.767565,0
3675,3,9,5.508,3.803257,0
3676,3,9,5.508,3.838949,0
3677,3,9,5.508,3.87464,0
3678,3,9,5.508,3.910332,0
3679,3,9,5.508,3.946024,0
3680,3,9,5.508,3.981716,0
3681,3,9,5.508,4.017407,0
3682,3,9,5.508,4.053099,0
3683,4,9,5.508,4.088791,0
3684,4,9,5.508,4.124483,0
3685,3,9,5.508,4.160174,0
3686,4,9,5.508,4.195866,0
3687,4,9,5.508,4.231558,0
3688,4,0,5.184,4.266201,-9.1125
3689,4,9,5.184,4.299793,0
3690,5,9,5.184,4.333385,0
3691,5,9,5.184,4.366978,0
3692,5,0,4.86,4.39952,-9.1125
3693,5,9,4.86,4.431013,0
3694,5,9,4.86,4.462506,0
3695,6,9,4.86,4.493999,0
3696,6,9,4.86,4.525492,0
3697,6,0,4.536,4.555935,-9.1125
3698,5,18,4.86,4.586378,9.1125
3699,5,9,4.86,4.617871,0
3700,5,9,4.86,4.649364,0
3701,5,9,4.86,4.680857,0
3702,6,9,4.86,4.71235,0
3703,6,9,4.86,4.743843,0
3704,6,0,4.536,4.774286,-9.1125
3705,6,9,4.536,4.803679,0
3706,6,9,4.536,4.833072,0
3707,6,9,4.536,4.862465,0
3708,6,9,4.536,4.891859,0
3709,6,9,4.536,4.921252,0
3710,7,9,4.536,4.950645,0
3711,7,9,4.536,4.980038,0
3712,6,9,4.536,5.009431,0
3713,6,9,4.536,5.038825,0
3714,6,9,4.536,5.068218,0
3715,6,9,4.536,5.09761,0
3716,6,9,4.536,5.127004,0
3717,6,9,4.536,5.156397,0
3718,6,9,4.536,5.18579,0
3719,7,9,4.536,5.215183,0
3720,7,9,4.536,5.244576,0
3721,7,0,4.212,5.27292,-9.1125
3722,6,18,4.536,5.301263,9.1125
3723,6,9,4.536,5.330657,0
3724,6,9,4.536,5.36005,0
3725,6,9,4.536,5.389443,0
3726,6,9,4.536,5.418836,0
3727,6,9,4.536,5.448229,0
3728,6,10,4.536,5.477623,0
3729,6,10,4.536,5.507015,0
3730,7,10,4.536,5.536408,0
3731,6,10,4.536,5.565802,0
3732,6,10,4.536,5.595195,0
3733,6,10,4.536,5.624588,0
3734,7,10,4.536,5.653981,0
3735,7,10,4.536,5.683374,0
3736,7,0,4.212,5.711718,-9.1125
3737,7,9,4.212,5.739012,0
3738,7,9,4.212,5.766305,0
3739,5,19,4.536,5.794649,9.1125
3740,5,19,4.86,5.825092,9.1125
3741,5,10,4.86,5.856585,0
3742,5,10,4.86,5.888078,0
3743,5,10,4.86,5.919571,0
3744,4,20,5.184,5.952114,9.1125
3745,4,11,5.184,5.985706,0
3746,4,11,5.184,6.019298,0
3747,4,11,5.184,6.052891,0
3748,4,11,5.184,6.086483,0
3749,4,11,5.184,6.120075,0
3750,4,11,5.184,6.153668,0
3751,3,20,5.508,6.18831,9.1125
3752,3,11,5.508,6.224002,0
3753,3,11,5.508,6.259694,0
3754,4,11,5.508,6.295385,0
3755,4,11,5.508,6.331077,0
3756,4,2,5.184,6.365719,-9.1125
3757,4,11,5.184,6.399312,0
3758,4,11,5.184,6.432904,0
3759,4,11,5.184,6.466496,0
3760,3,21,5.508,6.501138,9.1125
3761,3,12,5.508,6.53683,0
3762,3,12,5.508,6.572522,0
3763,3,12,5.508,6.608213,0
3764,3,12,5.508,6.643905,0
3765,3,12,5.508,6.679597,0
3766,3,12,5.508,6.715289,0
3767,3,12,5.508,6.75098,0
3768,3,12,5.508,6.786672,0
3769,3,12,5.508,6.822364,0
3770,3,12,5.508,6.858056,0
3771,3,12,5.508,6.893748,0
3772,3,12,5.508,6.92944,0
3773,3,12,5.508,6.965131,0
3774,3,12,5.508,7.000823,0
3775,3,12,5.508,7.036515,0
3776,3,12,5.508,7.072206,0
3777,3,12,5.508,7.107898,0
3778,3,12,5.508,7.14359,0
3779,3,12,5.508,7.179282,0
3780,2,22,5.832,7.216023,9.1125
3781,2,13,5.832,7.253814,0
3782,3,13,5.832,7.291605,0
3783,2,13,5.832,7.329396,0
3784,2,13,5.832,7.367188,0
3785,2,13,5.832,7.404979,0
3786,2,13,5.832,7.44277,0
3787,2,13,5.832,7.480561,0
3788,2,13,5.832,7.518352,0
3789,2,13,5.832,7.556143,0
3790,3,13,5.832,7.593935,0
3791,2,13,5.832,7.631725,0
3792,2,13,5.832,7.669517,0
3793,2,13,5.832,7.707308,0
3794,1,23,6.156,7.746149,9.1125
3795,1,13,6.156,7.78604,0
3796,1,13,6.156,7.825931,0
3797,1,14,6.156,7.865822,0
3798,2,14,6.156,7.905713,0
3799,3,4,5.832,7.944554,-9.1125
3800,3,13,5.832,7.982346,0
3801,3,4,5.508,8.019087,-9.1125
3802,3,13,5.508,8.054779,0
3803,3,13,5.508,8.09047,0
3804,3,13,5.508,8.126163,0
3805,7,4,5.184,8.160804,-9.1125
3806,8,-5,4.536,8.192297,-18.225
3807,8,3,4.212,8.220641,-9.1125
3808,8,3,3.888,8.246884,-9.1125
3809,8,12,3.888,8.272079,0
3810,8,12,3.888,8.297274,0
3811,8,12,3.888,8.322468,0
3812,8,12,3.888,8.347663,0
3813,11,2,3.564,8.371807,-9.1125
3814,11,2,3.24,8.393851,-9.1125
3815,11,2,2.916,8.413797,-9.1125
3816,11,11,2.916,8.432693,0
3817,11,11,2.916,8.451588,0
3818,11,11,2.916,8.470483,0
3819,11,11,2.916,8.489378,0
3820,14,1,2.592,8.507224,-9.1125
3821,14,1,2.268,8.522971,-9.1125
3822,15,1,1.944,8.536617,-9.1125
3823,15,10,1.944,8.549214,0
3824,15,1,1.62,8.560761,-9.1125
3825,15,10,1.62,8.571259,0
3826,15,10,1.62,8.581758,0
3827,15,10,1.62,8.592256,0
3828,15,10,1.62,8.602754,0
3829,16,10,1.62,8.613251,0
3830,16,10,1.62,8.623749,0
3831,16,0,1.296,8.633197,-9.1125
3832,17,9,1.296,8.641595,0
3833,17,9,1.296,8.649994,0
3834,17,0,0.972,8.657342,-9.1125
3835,15,19,1.296,8.66469,9.1125
3836,13,19,1.62,8.674138,9.1125
3837,13,29,2.268,8.686735,18.225
3838,13,10,2.268,8.701431,0
3839,13,10,2.268,8.716128,0
3840,12,20,2.592,8.731874,9.1125
3841,9,20,2.916,8.749721,9.1125
3842,9,21,3.24,8.769667,9.1125
3843,9,21,3.564,8.791711,9.1125
3844,9,12,3.564,8.814806,0
3845,8,21,3.888,8.83895,9.1125
3846,8,12,3.888,8.864145,0
3847,7,22,4.212,8.890388,9.1125
3848,7,13,4.212,8.917683,0
3849,8,13,4.212,8.944976,0
3850,8,13,4.212,8.97227,0
3851,8,3,3.888,8.998513,-9.1125
3852,8,12,3.888,9.023708,0
3853,8,12,3.888,9.048903,0
3854,8,12,3.888,9.074097,0
3855,8,12,3.888,9.099291,0
3856,8,13,3.888,9.124486,0
3857,8,13,3.888,9.14968,0
3858,8,13,3.888,9.174874,0
3859,9,13,3.888,9.200068,0
3860,8,13,3.888,9.225264,0
3861,8,13,3.888,9.250458,0
3862,8,13,3.888,9.275652,0
3863,8,13,3.888,9.300847,0
3864,7,22,4.212,9.32709,9.1125
3865,7,13,4.212,9.354384,0
3866,11,4,3.888,9.380628,-9.1125
3867,14,-5,3.24,9.403723,-18.225
3868,18,-25,1.944,9.420519,-36.450001
3869,23,-26,0.648,9.428917,-36.450001
3870,35,-55,-1.62,9.425768,-63.787498
3871,42,-67,-4.212,9.406872,-72.900002
3872,42,-51,-6.156,9.373281,-54.674999
3873,43,-25,-7.128,9.330239,-27.3375
3874,47,-16,-7.776,9.281951,-18.225
3875,51,-26,-8.748,9.228414,-27.3375
3876,54,-27,-9.72,9.168577,-27.3375
3877,56,-28,-10.692,9.102443,-27.3375
3878,59,-29,-11.664001,9.030009,-27.3375
3879,59,-21,-12.312,8.952327,-18.225
3880,59,-12,-12.636001,8.871495,-9.1125
3881,59,-3,-12.636001,8.789614,0
3882,59,-3,-12.636001,8.707732,0
3883,61,-4,-12.636001,8.625852,0
3884,59,-4,-12.636001,8.54397,0
3885,56,5,-12.312,8.463139,9.1125
3886,56,5,-11.988001,8.384407,9.1125
3887,56,5,-11.664001,8.307775,9.1125
3888,56,-3,-11.664001,8.232192,0
3889,56,-3,-11.664001,8.156609,0
3890,55,5,-11.34,8.082076,9.1125
3891,55,-3,-11.34,8.008593,0
3892,58,-12,-11.664001,7.93406,-9.1125
3893,57,-3,-11.664001,7.858477,0
3894,57,-13,-11.988001,7.781844,-9.1125
3895,57,-4,-11.988001,7.704162,0
3896,57,-4,-11.988001,7.62648,0
3897,57,-4,-11.988001,7.548798,0
3898,59,-4,-11.988001,7.471116,0
3899,59,-14,-12.312,7.392384,-9.1125
3900,59,-14,-12.636001,7.311553,-9.1125
3901,59,-5,-12.636001,7.229671,0
3902,59,-5,-12.636001,7.147789,0
3903,60,-5,-12.636001,7.065908,0
3904,60,-5,-12.636001,6.984027,0
3905,60,-15,-12.960001,6.901096,-9.1125
3906,60,-6,-12.960001,6.817115,0
3907,59,3,-12.636001,6.734184,9.1125
3908,59,-5,-12.636001,6.652303,0
3909,59,-6,-12.636001,6.570421,0
3910,59,-6,-12.636001,6.48854,0
3911,61,-6,-12.636001,6.406659,0
3912,61,-15,-12.960001,6.323728,-9.1125
3913,61,-16,-13.284,6.238697,-9.1125
3914,61,-7,-13.284,6.152617,0
3915,63,-7,-13.284,6.066537,0
3916,63,-16,-13.608001,5.979407,-9.1125
3917,63,-17,-13.932,5.890177,-9.1125
3918,63,-8,-13.932,5.799898,0
3919,63,-8,-13.932,5.709619,0
3920,63,-8,-13.932,5.619339,0
3921,63,-8,-13.932,5.52906,0
3922,63,-8,-13.932,5.43878,0
3923,63,-8,-13.932,5.348501,0
3924,63,-8,-13.932,5.258222,0
3925,63,-8,-13.932,5.167943,0
3926,62,0,-13.608001,5.078713,9.1125
3927,62,-8,-13.608001,4.990533,0
3928,62,-8,-13.608001,4.902353,0
3929,61,0,-13.284,4.815223,9.1125
3930,61,-8,-13.284,4.729143,0
3931,61,-8,-13.284,4.643063,0
3932,62,-8,-13.284,4.556983,0
3933,62,-8,-13.284,4.470902,0
3934,62,-18,-13.608001,4.383772,-9.1125
3935,62,-9,-13.608001,4.295592,0
3936,60,0,-13.284,4.208462,9.1125
3937,60,0,-12.960001,4.123431,9.1125
3938,60,-8,-12.960001,4.039451,0
3939,60,-9,-12.960001,3.95547,0
3940,60,-9,-12.960001,3.871489,0
3941,60,-9,-12.960001,3.787508,0
3942,59,0,-12.636001,3.704577,9.1125
3943,58,-9,-12.636001,3.622696,0
3944,58,0,-12.312,3.541864,9.1125
3945,58,-8,-12.312,3.462083,0
3946,58,-8,-12.312,3.382301,0
3947,58,-9,-12.312,3.302519,0
3948,56,0,-11.988001,3.223787,9.1125
3949,55,0,-11.664001,3.147155,9.1125
3950,55,0,-11.34,3.072622,9.1125
3951,55,-8,-11.34,2.999139,0
3952,55,-8,-11.34,2.925655,0
3953,55,-8,-11.34,2.852172,0
3954,55,-8,-11.34,2.778689,0
3955,52,0,-11.016001,2.706256,9.1125
3956,52,1,-10.692,2.635922,9.1125
3957,49,10,-10.044001,2.568737,18.225
3958,49,1,-9.72,2.504702,9.1125
3959,49,2,-9.396,2.442766,9.1125
3960,48,2,-9.072001,2.38293,9.1125
3961,46,2,-8.748,2.325193,9.1125
3962,45,2,-8.424001,2.269556,9.1125
3963,45,3,-8.1,2.216018,9.1125
3964,42,3,-7.776,2.164579,9.1125
3965,42,3,-7.452,2.115241,9.1125
3966,42,4,-7.128,2.068002,9.1125
3967,42,-5,-7.128,2.021812,0
3968,40,4,-6.804,1.976673,9.1125
3969,37,14,-6.156,1.934682,18.225
3970,37,5,-5.832,1.895841,9.1125
3971,37,5,-5.508,1.859099,9.1125
3972,33,15,-4.86,1.825507,18.225
3973,32,6,-4.536,1.795064,9.1125
3974,31,16,-3.888,1.76777,18.225
3975,30,7,-3.564,1.743626,9.1125
3976,30,7,-3.24,1.721581,9.1125
3977,30,-1,-3.24,1.700586,0
3978,30,-1,-3.24,1.67959,0
3979,25,17,-2.592,1.660695,18.225
3980,25,17,-1.944,1.645998,18.225
3981,22,18,-1.296,1.6355,18.225
3982,22,9,-0.972,1.628152,9.1125
3983,22,10,-0.648,1.622903,9.1125
3984,22,0,-0.648,1.618704,0
3985,22,0,-0.648,1.614505,0
3986,22,0,-0.648,1.610306,0
3987,20,10,-0.324,1.607157,9.1125
3988,16,20,0.324,1.607157,18.225
3989,16,20,0.972,1.611356,18.225
3990,16,12,1.296,1.618704,9.1125
3991,16,2,1.296,1.627102,0
3992,16,2,1.296,1.635501,0
3993,16,2,1.296,1.643899,0
3994,16,2,1.296,1.652297,0
3995,17,2,1.296,1.660695,0
3996,16,2,1.296,1.669093,0
3997,16,2,1.296,1.677491,0
3998,16,2,1.296,1.685889,0
3999,16,2,1.296,1.694287,0
4000,16,2,1.296,1.702685,0
4001,16,3,1.296,1.711083,0
4002,14,12,1.62,1.720531,9.1125
4003,14,12,1.944,1.732079,9.1125
4004,14,3,1.944,1.744676,0
4005,14,3,1.944,1.757273,0
4006,14,3,1.944,1.76987,0
4007,14,3,1.944,1.782467,0
4008,15,3,1.944,1.795064,0
4009,15,3,1.944,1.807661,0
4010,15,-5,1.62,1.819209,-9.1125
4011,15,3,1.62,1.829706,0
4012,14,12,1.944,1.841254,9.1125
4013,14,3,1.944,1.853851,0
4014,14,3,1.944,1.866448,0
4015,13,13,2.268,1.880095,9.1125
4016,12,4,2.268,1.894791,0
4017,12,13,2.592,1.910538,9.1125
4018,12,4,2.592,1.927334,0
4019,12,4,2.592,1.94413,0
4020,12,4,2.592,1.960926,0
4021,12,4,2.592,1.977722,0
4022,10,14,2.916,1.995568,9.1125
4023,9,14,3.24,2.015514,9.1125
4024,9,14,3.564,2.037559,9.1125
4025,9,5,3.564,2.060653,0
4026,9,5,3.564,2.083748,0
4027,9,5,3.564,2.106843,0
4028,9,5,3.564,2.129938,0
4029,9,5,3.564,2.153033,0
4030,6,15,3.888,2.177177,9.1125
4031,6,15,4.212,2.203421,9.1125
4032,6,15,4.536,2.231765,9.1125
4033,6,6,4.536,2.261158,0
4034,7,6,4.536,2.290551,0
4035,5,6,4.536,2.319945,0
4036,5,16,4.86,2.350388,9.1125
4037,4,16,5.184,2.38293,9.1125
4038,4,7,5.184,2.416523,0
4039,4,7,5.184,2.450115,0
4040,4,7,5.184,2.483707,0
4041,4,7,5.184,2.5173,0
4042,4,7,5.184,2.550892,0
4043,3,17,5.508,2.585534,9.1125
4044,3,8,5.508,2.621226,0
4045,3,8,5.508,2.656918,0
4046,3,8,5.508,2.69261,0
4047,3,8,5.508,2.728301,0
4048,3,8,5.508,2.763993,0
4049,3,8,5.508,2.799685,0
4050,3,8,5.508,2.835377,0
4051,3,8,5.508,2.871068,0
4052,3,8,5.508,2.90676,0
4053,3,8,5.508,2.942452,0
4054,3,8,5.508,2.978144,0
4055,3,8,5.508,3.013835,0
4056,3,8,5.508,3.049527,0
4057,3,8,5.508,3.085219,0
4058,3,8,5.508,3.120911,0
4059,3,8,5.508,3.156602,0
4060,3,8,5.508,3.192294,0
4061,2,18,5.832,3.229036,9.1125
4062,2,9,5.832,3.266827,0
4063,2,9,5.832,3.304619,0
4064,2,9,5.832,3.34241,0
4065,2,9,5.832,3.380201,0
4066,3,9,5.832,3.417993,0
4067,3,9,5.832,3.455784,0
4068,3,0,5.508,3.492526,-9.1125
4069,3,9,5.508,3.528218,0
4070,2,18,5.832,3.564959,9.1125
4071,2,9,5.832,3.602751,0
4072,2,9,5.832,3.640542,0
4073,2,9,5.832,3.678333,0
4074,2,9,5.832,3.716125,0
4075,3,9,5.832,3.753916,0
4076,3,9,5.832,3.791708,0
4077,3,0,5.508,3.828449,-9.1125
4078,3,9,5.508,3.864141,0
4079,3,9,5.508,3.899833,0
4080,2,18,5.832,3.936574,9.1125
4081,3,9,5.832,3.974366,0
4082,3,9,5.832,4.012157,0
4083,3,0,5.508,4.048899,-9.1125
4084,2,19,5.832,4.08564,9.1125
4085,2,9,5.832,4.123432,0
4086,2,9,5.832,4.161223,0
4087,3,10,5.832,4.199015,0
4088,3,10,5.832,4.236806,0
4089,2,10,5.832,4.274597,0
4090,2,10,5.832,4.312388,0
4091,2,10,5.832,4.350179,0
4092,2,10,5.832,4.38797,0
4093,2,10,5.832,4.425761,0
4094,2,10,5.832,4.463552,0
4095,2,10,5.832,4.501344,0
4096,2,10,5.832,4.539135,0
4097,2,10,5.832,4.576926,0
4098,2,10,5.832,4.614717,0
4099,3,10,5.832,4.652508,0
4100,2,10,5.832,4.690299,0
4101,3,10,5.832,4.72809,0
4102,3,10,5.832,4.765882,0
4103,3,1,5.508,4.802623,-9.1125
4104,2,19,5.832,4.839365,9.1125
4105,3,10,5.832,4.877155,0
4106,3,10,5.832,4.914947,0
4107,3,1,5.508,4.951688,-9.1125
4108,3,10,5.508,4.98738,0
4109,3,10,5.508,5.023072,0
4110,3,10,5.508,5.058764,0
4111,3,10,5.508,5.094455,0
4112,3,10,5.508,5.130147,0
4113,3,10,5.508,5.165839,0
4114,3,10,5.508,5.20153,0
4115,3,10,5.508,5.237222,0
4116,3,10,5.508,5.272914,0
4117,3,10,5.508,5.308606,0
4118,3,10,5.508,5.344297,0
4119,4,10,5.508,5.379989,0
4120,4,10,5.508,5.415681,0
4121,5,1,5.184,5.450323,-9.1125
4122,5,10,5.184,5.483915,0
4123,5,1,4.86,5.516458,-9.1125
4124,7,10,4.86,5.547951,0
4125,7,1,4.536,5.578394,-9.1125
4126,7,0,4.212,5.606738,-9.1125
4127,7,9,4.212,5.634031,0
4128,7,9,4.212,5.661325,0
4129,10,0,3.888,5.687569,-9.1125
4130,10,0,3.564,5.711713,-9.1125
4131,10,0,3.24,5.733758,-9.1125
4132,10,8,3.24,5.754754,0
4133,10,9,3.24,5.775749,0
4134,10,9,3.24,5.796744,0
4135,10,9,3.24,5.817739,0
4136,11,9,3.24,5.838734,0
4137,15,-9,2.592,5.85763,-18.225
4138,15,0,2.268,5.873376,-9.1125
4139,15,-10,1.62,5.885973,-18.225
4140,15,7,1.62,5.896471,0
4141,15,7,1.62,5.906969,0
4142,17,7,1.62,5.917467,0
4143,21,-11,0.972,5.925865,-18.225
4144,21,-11,0.324,5.930064,-18.225
4145,21,-12,-0.324,5.930064,-18.225
4146,21,5,-0.324,5.927965,0
4147,21,5,-0.324,5.925865,0
4148,23,5,-0.324,5.923766,0
4149,23,-3,-0.648,5.920617,-9.1125
4150,23,-4,-0.972,5.915368,-9.1125
4151,23,4,-0.972,5.90907,0
4152,25,4,-0.972,5.902771,0
4153,25,-4,-1.296,5.895422,-9.1125
4154,25,-4,-1.62,5.885975,-9.1125
4155,26,4,-1.62,5.875477,0
4156,26,4,-1.62,5.864979,0
4157,26,-5,-1.944,5.853432,-9.1125
4158,26,3,-1.944,5.840835,0
4159,26,3,-1.944,5.828237,0
4160,26,3,-1.944,5.81564,0
4161,26,3,-1.944,5.803043,0
4162,26,3,-1.944,5.790446,0
4163,21,22,-1.296,5.779948,18.225
4164,21,23,-0.648,5.773649,18.225
4165,21,14,-0.324,5.7705,9.1125
4166,21,5,-0.324,5.768401,0
4167,21,5,-0.324,5.766302,0
4168,20,14,0,5.765252,9.1125
4169,19,5,0,5.765252,0
4170,19,15,0.324,5.766302,9.1125
4171,19,6,0.324,5.768401,0
4172,19,6,0.324,5.7705,0
4173,19,6,0.324,5.7726,0
4174,17,15,0.648,5.775749,9.1125
4175,15,15,0.972,5.780997,9.1125
4176,15,25,1.62,5.789395,18.225
4177,15,7,1.62,5.799893,0
4178,15,7,1.62,5.810391,0
4179,14,16,1.944,5.821939,9.1125
4180,13,7,1.944,5.834536,0
4181,13,17,2.268,5.848183,9.1125
4182,13,8,2.268,5.862879,0
4183,13,8,2.268,5.877576,0
4184,13,8,2.268,5.892272,0
4185,13,8,2.268,5.906969,0
4186,12,17,2.592,5.922715,9.1125
4187,12,8,2.592,5.939511,0
4188,12,8,2.592,5.956307,0
4189,12,8,2.592,5.973103,0
4190,12,8,2.592,5.989899,0
4191,13,8,2.592,6.006695,0
4192,14,0,2.268,6.022441,-9.1125
4193,14,8,2.268,6.037138,0
4194,14,-1,1.944,6.050785,-9.1125
4195,14,8,1.944,6.063382,0
4196,15,8,1.944,6.075979,0
4197,15,8,1.944,6.088576,0
4198,15,-1,1.62,6.100124,-9.1125
4199,15,7,1.62,6.110622,0
4200,16,7,1.62,6.121119,0
4201,16,7,1.62,6.131618,0
4202,16,-1,1.296,6.141065,-9.1125
4203,16,7,1.296,6.149463,0
4204,17,7,1.296,6.157861,0
4205,18,-1,0.972,6.165209,-9.1125
4206,18,7,0.972,6.171508,0
4207,18,-2,0.648,6.176757,-9.1125
4208,18,6,0.648,6.180956,0
4209,18,6,0.648,6.185155,0
4210,19,6,0.648,6.189354,0
4211,22,-2,0.324,6.192503,-9.1125
4212,22,-12,-0.324,6.192503,-18.225
4213,22,-3,-0.648,6.189354,-9.1125
4214,23,5,-0.648,6.185155,0
4215,24,-3,-0.972,6.179906,-9.1125
4216,24,5,-0.972,6.173608,0
4217,24,-4,-1.296,6.166259,-9.1125
4218,24,4,-1.296,6.157862,0
4219,24,4,-1.296,6.149464,0
4220,24,4,-1.296,6.141066,0
4221,29,-4,-1.62,6.131618,-9.1125
4222,29,-14,-2.268,6.119021,-18.225
4223,29,-15,-2.916,6.102225,-18.225
4224,30,3,-2.916,6.083329,0
4225,30,3,-2.916,6.064433,0
4226,30,-6,-3.24,6.044487,-9.1125
4227,30,2,-3.24,6.023492,0
4228,29,12,-2.916,6.003547,9.1125
4229,29,3,-2.916,5.984651,0
4230,29,3,-2.916,5.965755,0
4231,27,12,-2.592,5.947909,9.1125
4232,24,22,-1.944,5.933213,18.225
4233,24,13,-1.62,5.921665,9.1125
4234,24,13,-1.296,5.912218,9.1125
4235,19,23,-0.648,5.905919,18.225
4236,18,24,0,5.90382,18.225
4237,18,24,0.648,5.905919,18.225
4238,16,15,0.972,5.911168,9.1125
4239,13,25,1.62,5.919566,18.225
4240,13,16,1.944,5.931113,9.1125
4241,13,17,2.268,5.94476,9.1125
4242,11,17,2.592,5.960506,9.1125
4243,11,18,2.916,5.978353,9.1125
4244,11,8,2.916,5.997248,0
4245,11,8,2.916,6.016144,0
4246,11,8,2.916,6.03504,0
4247,11,8,2.916,6.053936,0
4248,11,8,2.916,6.072832,0
4249,8,18,3.24,6.092777,9.1125
4250,8,18,3.564,6.114822,9.1125
4251,6,28,4.212,6.140017,18.225
4252,7,10,4.212,6.16731,0
4253,7,19,4.536,6.195654,9.1125
4254,7,1,4.212,6.223997,-9.1125
4255,6,19,4.536,6.252341,9.1125
4256,8,1,4.212,6.280684,-9.1125
4257,9,10,4.212,6.307978,0
4258,9,1,3.888,6.334222,-9.1125
4259,9,0,3.564,6.358366,-9.1125
4260,9,9,3.564,6.381461,0
4261,13,0,3.24,6.403506,-9.1125
4262,14,-9,2.592,6.422401,-18.225
4263,14,0,2.268,6.438148,-9.1125
4264,15,0,1.944,6.451795,-9.1125
4265,15,8,1.944,6.464392,0
