id,color,turn,p,i,d
10013,23,-15,-0.324,-6.467586,-9.1125
10014,23,-16,-0.648,-6.470735,-9.1125
10015,23,-16,-0.972,-6.475983,-9.1125
10016,25,-7,-0.972,-6.482282,0
10017,25,-16,-1.296,-6.48963,-9.1125
10018,25,-17,-1.62,-6.499078,-9.1125
10019,25,-8,-1.62,-6.509576,0
10020,25,-8,-1.62,-6.520073,0
10021,24,1,-1.296,-6.529521,9.1125
10022,24,-7,-1.296,-6.537919,0
10023,24,-7,-1.296,-6.546317,0
10024,24,-7,-1.296,-6.554715,0
10025,25,-7,-1.296,-6.563113,0
10026,26,-17,-1.62,-6.572561,-9.1125
10027,26,-8,-1.62,-6.583059,0
10028,26,-17,-1.944,-6.594606,-9.1125
10029,25,0,-1.62,-6.606153,9.1125
10030,25,-8,-1.62,-6.616652,0
10031,25,-8,-1.62,-6.62715,0
10032,25,-8,-1.62,-6.637647,0
10033,25,-8,-1.62,-6.648145,0
10034,25,-8,-1.62,-6.658643,0
10035,23,1,-1.296,-6.66809,9.1125
10036,23,1,-0.972,-6.675439,9.1125
10037,23,-7,-0.972,-6.681737,0
10038,23,-7,-0.972,-6.688036,0
10039,23,-7,-0.972,-6.694335,0
10040,23,-7,-0.972,-6.700633,0
10041,23,-7,-0.972,-6.706932,0
10042,23,-7,-0.972,-6.713231,0
10043,23,-7,-0.972,-6.719529,0
10044,23,-7,-0.972,-6.725828,0
10045,23,-7,-0.972,-6.732126,0
10046,22,1,-0.648,-6.737375,9.1125
10047,22,-7,-0.648,-6.741574,0
10048,22,-7,-0.648,-6.745774,0
10049,23,-7,-0.648,-6.749973,0
10050,24,-16,-0.972,-6.755222,-9.1125
10051,24,-7,-0.972,-6.76152,0
10052,26,-17,-1.296,-6.768869,-9.1125
10053,26,-17,-1.62,-6.778316,-9.1125
10054,26,-17,-1.944,-6.789864,-9.1125
10055,26,-8,-1.944,-6.802461,0
10056,25,0,-1.62,-6.814009,9.1125
10057,27,-17,-1.944,-6.825556,-9.1125
10058,27,-8,-1.944,-6.838153,0
10059,27,-18,-2.268,-6.8518,-9.1125
10060,27,-9,-2.268,-6.866497,0
10061,27,-9,-2.268,-6.881194,0
10062,27,-9,-2.268,-6.89589,0
10063,28,-9,-2.268,-6.910586,0
10064,28,-9,-2.268,-6.925283,0
10065,28,-18,-2.592,-6.94103,-9.1125
10066,27,0,-2.268,-6.956776,9.1125
10067,27,-9,-2.268,-6.971472,0
10068,28,-9,-2.268,-6.986169,0
10069,30,-18,-2.592,-7.001915,-9.1125
10070,30,-19,-2.916,-7.019761,-9.1125
10071,30,-19,-3.24,-7.039707,-9.1125
10072,29,0,-2.916,-7.059652,9.1125
10073,29,-9,-2.916,-7.078548,0
10074,29,-10,-2.916,-7.097444,0
10075,28,0,-2.592,-7.11529,9.1125
10076,28,-9,-2.592,-7.132086,0
10077,28,-9,-2.592,-7.148882,0
10078,28,-9,-2.592,-7.165678,0
10079,28,-9,-2.592,-7.182474,0
10080,28,-9,-2.592,-7.19927,0
10081,28,-9,-2.592,-7.216065,0
10082,28,-9,-2.592,-7.232862,0
10083,28,-9,-2.592,-7.249658,0
10084,27,0,-2.268,-7.265404,9.1125
10085,27,-9,-2.268,-7.2801,0
10086,27,-9,-2.268,-7.294797,0
10087,27,-9,-2.268,-7.309494,0
10088,27,-9,-2.268,-7.32419,0
10089,27,-9,-2.268,-7.338887,0
10090,27,-9,-2.268,-7.353583,0
10091,27,-9,-2.268,-7.36828,0
10092,24,0,-1.944,-7.381927,9.1125
10093,23,9,-1.296,-7.392425,18.225
10094,23,0,-0.972,-7.399773,9.1125
10095,23,-8,-0.972,-7.406072,0
10096,21,1,-0.648,-7.41132,9.1125
10097,20,1,-0.324,-7.414469,9.1125
10098,20,1,0,-7.415519,9.1125
10099,20,-7,0,-7.415519,0
10100,20,-7,0,-7.415519,0
10101,20,-7,0,-7.415519,0
10102,20,-7,0,-7.415519,0
10103,19,2,0.324,-7.414469,9.1125
10104,19,-7,0.324,-7.41237,0
10105,19,-7,0.324,-7.410271,0
10106,19,-7,0.324,-7.408171,0
10107,19,-7,0.324,-7.406072,0
10108,19,-7,0.324,-7.403973,0
10109,19,-7,0.324,-7.401873,0
10110,16,2,0.648,-7.398724,9.1125
10111,16,2,0.972,-7.393475,9.1125
10112,16,3,1.296,-7.386127,9.1125
10113,15,3,1.62,-7.376679,9.1125
10114,14,-5,1.62,-7.366181,0
10115,14,3,1.944,-7.354634,9.1125
10116,14,-5,1.944,-7.342037,0
10117,14,-5,1.944,-7.32944,0
10118,14,-5,1.944,-7.316842,0
10119,12,4,2.268,-7.303195,9.1125
10120,10,4,2.592,-7.287449,9.1125
10121,10,14,3.24,-7.268553,18.225
10122,10,-4,3.24,-7.247558,0
10123,10,-3,3.24,-7.226563,0
10124,7,5,3.564,-7.204518,9.1125
10125,7,5,3.888,-7.180374,9.1125
10126,7,6,4.212,-7.15413,9.1125
10127,7,-2,4.212,-7.126836,0
10128,6,6,4.536,-7.098493,9.1125
10129,8,-11,4.212,-7.070149,-9.1125
10130,8,-2,4.212,-7.042855,0
10131,8,-12,3.888,-7.016611,-9.1125
10132,9,-3,3.888,-6.991417,0
10133,9,-3,3.888,-6.966222,0
10134,10,-12,3.564,-6.942078,-9.1125
10135,10,-3,3.564,-6.918983,0
10136,10,-12,3.24,-6.896939,-9.1125
10137,10,-3,3.24,-6.875944,0
10138,9,5,3.564,-6.853899,9.1125
10139,9,-3,3.564,-6.830804,0
10140,9,-3,3.564,-6.80771,0
10141,9,-3,3.564,-6.784615,0
10142,9,-3,3.564,-6.76152,0
10143,9,-3,3.564,-6.738426,0
10144,9,-3,3.564,-6.715332,0
10145,9,-3,3.564,-6.692237,0
10146,9,-3,3.564,-6.669142,0
10147,9,-3,3.564,-6.646048,0
10148,11,-3,3.564,-6.622953,0
10149,11,-12,3.24,-6.600908,-9.1125
10150,11,-12,2.916,-6.580963,-9.1125
10151,11,-3,2.916,-6.562067,0
10152,12,-3,2.916,-6.543171,0
10153,12,-3,2.916,-6.524275,0
10154,11,-3,2.916,-6.50538,0
10155,13,-13,2.592,-6.487534,-9.1125
10156,12,-3,2.592,-6.470737,0
10157,13,-3,2.592,-6.453941,0
10158,12,-3,2.592,-6.437146,0
10159,12,-3,2.592,-6.42035,0
10160,12,-3,2.592,-6.403553,0
10161,12,-3,2.592,-6.386758,0
10162,12,-3,2.592,-6.369962,0
10163,12,-3,2.592,-6.353166,0
10164,14,-3,2.592,-6.33637,0
10165,13,-13,2.268,-6.320623,-9.1125
10166,14,-4,2.268,-6.305927,0
10167,14,-4,2.268,-6.291231,0
10168,13,-4,2.268,-6.276534,0
10169,13,-3,2.268,-6.261837,0
10170,13,-3,2.268,-6.247141,0
10171,13,-3,2.268,-6.232444,0
10172,14,-3,2.268,-6.217748,0
10173,14,-3,2.268,-6.203051,0
10174,14,-13,1.944,-6.189404,-9.1125
10175,14,-4,1.944,-6.176807,0
10176,14,-4,1.944,-6.16421,0
10177,14,-4,1.944,-6.151612,0
10178,13,5,2.268,-6.137966,9.1125
10179,13,-3,2.268,-6.123269,0
10180,13,-3,2.268,-6.108572,0
10181,13,-3,2.268,-6.093876,0
10182,12,5,2.592,-6.07813,9.1125
10183,12,-3,2.592,-6.061334,0
10184,12,-3,2.592,-6.044538,0
10185,11,6,2.916,-6.026691,9.1125
10186,11,-3,2.916,-6.007796,0
10187,11,-3,2.916,-5.9889,0
10188,11,-3,2.916,-5.970004,0
10189,11,-3,2.916,-5.951108,0
10190,11,-3,2.916,-5.932212,0
10191,11,-2,2.916,-5.913317,0
10192,11,-2,2.916,-5.894421,0
10193,12,-2,2.916,-5.875525,0
10194,12,-2,2.916,-5.856629,0
10195,11,-2,2.916,-5.837733,0
10196,11,-2,2.916,-5.818838,0
10197,11,-2,2.916,-5.799942,0
10198,10,6,3.24,-5.779996,9.1125
10199,11,-2,3.24,-5.759001,0
10200,11,-2,3.24,-5.738006,0
10201,11,-11,2.916,-5.71806,-9.1125
10202,11,-2,2.916,-5.699165,0
10203,11,-2,2.916,-5.680269,0
10204,11,-2,2.916,-5.661373,0
10205,12,-2,2.916,-5.642477,0
10206,12,-2,2.916,-5.623581,0
10207,12,-12,2.592,-5.605735,-9.1125
10208,12,-2,2.592,-5.588939,0
10209,10,6,2.916,-5.571093,9.1125
10210,9,6,3.24,-5.551148,9.1125
10211,10,7,3.564,-5.529103,9.1125
10212,10,-1,3.564,-5.506008,0
10213,11,-11,3.24,-5.483963,-9.1125
10214,11,-2,3.24,-5.462968,0
10215,10,-2,3.24,-5.441973,0
10216,13,-11,2.916,-5.422028,-9.1125
10217,13,-11,2.592,-5.404181,-9.1125
10218,13,-12,2.268,-5.388435,-9.1125
10219,13,-3,2.268,-5.373739,0
10220,13,-3,2.268,-5.359042,0
10221,13,-3,2.268,-5.344346,0
10222,13,-3,2.268,-5.329649,0
10223,12,6,2.592,-5.313903,9.1125
10224,14,-12,2.268,-5.298156,-9.1125
10225,14,-3,2.268,-5.28346,0
10226,14,-12,1.944,-5.269813,-9.1125
10227,13,6,2.268,-5.256166,9.1125
10228,13,-2,2.268,-5.241469,0
10229,13,-2,2.268,-5.226773,0
10230,13,-2,2.268,-5.212076,0
10231,14,-2,2.268,-5.19738,0
10232,14,-2,2.268,-5.182683,0
10233,14,-12,1.944,-5.169036,-9.1125
10234,14,-3,1.944,-5.156439,0
10235,14,-3,1.944,-5.143842,0
10236,13,6,2.268,-5.130195,9.1125
10237,13,-2,2.268,-5.115499,0
10238,13,-2,2.268,-5.100802,0
10239,13,-2,2.268,-5.086105,0
10240,13,-2,2.268,-5.071409,0
10241,9,16,2.916,-5.054613,18.225
10242,9,7,3.24,-5.034667,9.1125
10243,9,7,3.564,-5.012622,9.1125
10244,9,-1,3.564,-4.989528,0
10245,8,8,3.888,-4.965384,9.1125
10246,8,-1,3.888,-4.940189,0
10247,9,-1,3.888,-4.914995,0
10248,9,-1,3.888,-4.8898,0
10249,9,-10,3.564,-4.865656,-9.1125
10250,9,-1,3.564,-4.842562,0
10251,8,8,3.888,-4.818417,9.1125
10252,8,0,3.888,-4.793223,0
10253,8,0,3.888,-4.768028,0
10254,8,0,3.888,-4.742834,0
10255,8,0,3.888,-4.717639,0
10256,8,0,3.888,-4.692445,0
10257,8,0,3.888,-4.667251,0
10258,10,0,3.888,-4.642056,0
10259,10,-10,3.564,-4.617912,-9.1125
10260,10,-10,3.24,-4.595867,-9.1125
10261,10,-1,3.24,-4.574872,0
10262,11,-1,3.24,-4.553877,0
10263,11,-1,3.24,-4.532882,0
10264,11,-10,2.916,-4.512936,-9.1125
10265,11,-1,2.916,-4.49404,0
10266,11,-1,2.916,-4.475144,0
10267,11,-1,2.916,-4.456249,0
10268,13,-1,2.916,-4.437353,0
10269,16,-20,2.268,-4.420557,-18.225
10270,17,-21,1.62,-4.40796,-18.225
10271,17,-12,1.296,-4.398512,-9.1125
10272,19,-12,0.972,-4.391164,-9.1125
10273,21,-22,0.324,-4.386965,-18.225
10274,21,-13,0,-4.385915,-9.1125
10275,21,-13,-0.324,-4.386965,-9.1125
10276,25,-14,-0.648,-4.390114,-9.1125
10277,25,-14,-0.972,-4.395362,-9.1125
10278,27,-24,-1.62,-4.40376,-18.225
10279,28,-15,-1.944,-4.415308,-9.1125
10280,28,-15,-2.268,-4.428955,-9.1125
10281,28,-16,-2.592,-4.444701,-9.1125
10282,28,-7,-2.592,-4.461497,0
10283,30,-7,-2.592,-4.478293,0
10284,30,-16,-2.916,-4.496139,-9.1125
10285,30,-16,-3.24,-4.516085,-9.1125
10286,31,-7,-3.24,-4.53708,0
10287,31,-7,-3.24,-4.558075,0
10288,31,-17,-3.564,-4.58012,-9.1125
10289,31,-8,-3.564,-4.603215,0
10290,31,-8,-3.564,-4.626309,0
10291,32,-8,-3.564,-4.649404,0
10292,32,-8,-3.564,-4.672498,0
10293,32,-17,-3.888,-4.696642,-9.1125
10294,31,0,-3.564,-4.720787,9.1125
10295,31,-8,-3.564,-4.743881,0
10296,31,-8,-3.564,-4.766976,0
10297,32,-8,-3.564,-4.790071,0
10298,32,-8,-3.564,-4.813165,0
10299,32,-17,-3.888,-4.837309,-9.1125
10300,32,-8,-3.888,-4.862504,0
10301,32,-8,-3.888,-4.887698,0
10302,32,-8,-3.888,-4.912892,0
10303,29,0,-3.564,-4.937037,9.1125
10304,29,0,-3.24,-4.959082,9.1125
10305,29,1,-2.916,-4.979027,9.1125
10306,29,-7,-2.916,-4.997923,0
10307,27,1,-2.592,-5.015769,9.1125
10308,26,1,-2.268,-5.031515,9.1125
10309,26,2,-1.944,-5.045162,9.1125
10310,26,-7,-1.944,-5.057759,0
10311,26,-7,-1.944,-5.070356,0
10312,25,2,-1.62,-5.081904,9.1125
10313,22,2,-1.296,-5.091352,9.1125
10314,22,3,-0.972,-5.0987,9.1125
10315,22,3,-0.648,-5.103949,9.1125
10316,21,3,-0.324,-5.107098,9.1125
10317,20,-5,-0.324,-5.109197,0
10318,20,4,0,-5.110247,9.1125
10319,20,-5,0,-5.110247,0
10320,20,-5,0,-5.110247,0
10321,18,4,0.324,-5.109197,9.1125
10322,17,4,0.648,-5.106048,9.1125
10323,16,4,0.972,-5.100799,9.1125
10324,15,5,1.296,-5.093451,9.1125
10325,15,5,1.62,-5.084003,9.1125
10326,15,-3,1.62,-5.073505,0
10327,18,-12,1.296,-5.064058,-9.1125
10328,18,-13,0.972,-5.05671,-9.1125
10329,19,-13,0.648,-5.051461,-9.1125
10330,21,-13,0.324,-5.048312,-9.1125
10331,21,-14,0,-5.047262,-9.1125
10332,21,-14,-0.324,-5.048312,-9.1125
10333,21,-5,-0.324,-5.050411,0
10334,21,-5,-0.324,-5.05251,0
10335,21,-5,-0.324,-5.05461,0
10336,21,-5,-0.324,-5.056709,0
10337,21,-5,-0.324,-5.058808,0
10338,21,-5,-0.324,-5.060908,0
10339,21,-5,-0.324,-5.063007,0
10340,22,-5,-0.324,-5.065106,0
10341,23,-14,-0.648,-5.068255,-9.1125
10342,23,-5,-0.648,-5.072455,0
10343,22,-5,-0.648,-5.076654,0
10344,21,-5,-0.648,-5.080853,0
10345,20,3,-0.324,-5.084002,9.1125
10346,19,4,0,-5.085052,9.1125
10347,19,4,0.324,-5.084002,9.1125
10348,19,-4,0.324,-5.081903,0
10349,18,4,0.648,-5.078754,9.1125
10350,14,5,0.972,-5.073505,9.1125
10351,14,14,1.62,-5.065107,18.225
10352,14,6,1.944,-5.053559,9.1125
10353,14,-3,1.944,-5.040962,0
10354,9,15,2.592,-5.026266,18.225
10355,9,16,3.24,-5.00737,18.225
10356,9,7,3.564,-4.985325,9.1125
10357,9,-1,3.564,-4.962231,0
10358,11,-1,3.564,-4.939136,0
10359,13,-20,2.916,-4.918141,-18.225
10360,13,-11,2.592,-4.900295,-9.1125
10361,14,-11,2.268,-4.884548,-9.1125
10362,16,-12,1.944,-4.870902,-9.1125
10363,16,-12,1.62,-4.859354,-9.1125
10364,16,-12,1.296,-4.849906,-9.1125
10365,16,-3,1.296,-4.841508,0
10366,16,-3,1.296,-4.83311,0
10367,17,-3,1.296,-4.824712,0
10368,21,-22,0.648,-4.818414,-18.225
10369,22,-23,0,-4.816314,-18.225
10370,22,-14,-0.324,-4.817364,-9.1125
10371,22,-14,-0.648,-4.820513,-9.1125
10372,22,-5,-0.648,-4.824712,0
10373,22,-5,-0.648,-4.828912,0
10374,22,-5,-0.648,-4.833111,0
10375,23,-5,-0.648,-4.83731,0
10376,22,-5,-0.648,-4.841509,0
10377,22,-5,-0.648,-4.845708,0
10378,22,-5,-0.648,-4.849908,0
10379,22,-5,-0.648,-4.854107,0
10380,20,3,-0.324,-4.857256,9.1125
10381,21,-5,-0.324,-4.859355,0
10382,21,4,0,-4.860405,9.1125
10383,21,-14,-0.324,-4.861455,-9.1125
10384,19,4,0,-4.862504,9.1125
10385,18,4,0.324,-4.861455,9.1125
10386,18,4,0.648,-4.858306,9.1125
10387,17,5,0.972,-4.853057,9.1125
10388,17,-3,0.972,-4.846758,0
10389,17,-3,0.972,-4.84046,0
10390,17,-3,0.972,-4.834161,0
10391,14,5,1.296,-4.826813,9.1125
10392,14,5,1.62,-4.817365,9.1125
10393,14,6,1.944,-4.805818,9.1125
10394,14,-2,1.944,-4.793221,0
10395,14,-2,1.944,-4.780623,0
10396,12,6,2.268,-4.766976,9.1125
10397,9,16,2.916,-4.75018,18.225
10398,9,7,3.24,-4.730235,9.1125
10399,9,7,3.564,-4.70819,9.1125
10400,9,-1,3.564,-4.685095,0
10401,7,8,3.888,-4.660951,9.1125
10402,10,0,3.888,-4.635757,0
10403,10,-10,3.564,-4.611612,-9.1125
10404,10,-10,3.24,-4.589568,-9.1125
10405,10,-1,3.24,-4.568573,0
10406,10,-1,3.24,-4.547577,0
10407,10,-1,3.24,-4.526582,0
10408,14,-10,2.916,-4.506637,-9.1125
10409,15,-20,2.268,-4.489841,-18.225
10410,15,-11,1.944,-4.476194,-9.1125
10411,15,-11,1.62,-4.464646,-9.1125
10412,15,-2,1.62,-4.454148,0
10413,17,-2,1.62,-4.443651,0
10414,17,-12,1.296,-4.434203,-9.1125
10415,17,-12,0.972,-4.426855,-9.1125
10416,16,5,1.296,-4.419507,9.1125
10417,17,-3,1.296,-4.411108,0
10418,17,-3,1.296,-4.40271,0
10419,17,-12,0.972,-4.395362,-9.1125
10420,17,-3,0.972,-4.389063,0
10421,17,-3,0.972,-4.382765,0
10422,17,-3,0.972,-4.376466,0
10423,19,-3,0.972,-4.370168,0
10424,19,-12,0.648,-4.364919,-9.1125
10425,19,-13,0.324,-4.36177,-9.1125
10426,19,-4,0.324,-4.35967,0
10427,19,-4,0.324,-4.357571,0
10428,19,-4,0.324,-4.355472,0
10429,19,-4,0.324,-4.353372,0
10430,19,-4,0.324,-4.351273,0
10431,19,-4,0.324,-4.349174,0
10432,19,-4,0.324,-4.347074,0
10433,21,-4,0.324,-4.344975,0
10434,20,-13,0,-4.343925,-9.1125
10435,19,-4,0,-4.343925,0
10436,19,5,0.324,-4.342875,9.1125
10437,19,-4,0.324,-4.340776,0
10438,19,-4,0.324,-4.338676,0
10439,18,5,0.648,-4.335527,9.1125
10440,16,5,0.972,-4.330279,9.1125
10441,16,6,1.296,-4.32293,9.1125
10442,16,-3,1.296,-4.314532,0
10443,16,-3,1.296,-4.306134,0
10444,15,6,1.62,-4.296687,9.1125
10445,15,-2,1.62,-4.286189,0
10446,13,6,1.944,-4.274642,9.1125
10447,14,-2,1.944,-4.262044,0
10448,14,7,2.268,-4.248397,9.1125
10449,14,-11,1.944,-4.23475,-9.1125
10450,14,-2,1.944,-4.222153,0
10451,14,-2,1.944,-4.209556,0
10452,12,7,2.268,-4.195909,9.1125
10453,11,7,2.592,-4.180162,9.1125
10454,11,7,2.916,-4.162317,9.1125
10455,11,-1,2.916,-4.143421,0
10456,10,8,3.24,-4.123476,9.1125
10457,10,0,3.24,-4.10248,0
10458,10,0,3.24,-4.081485,0
10459,10,0,3.24,-4.06049,0
10460,10,0,3.24,-4.039495,0
10461,10,0,3.24,-4.0185,0
10462,11,0,3.24,-3.997505,0
10463,11,0,3.24,-3.976509,0
10464,11,-10,2.916,-3.956564,-9.1125
10465,11,-1,2.916,-3.937668,0
10466,11,-1,2.916,-3.918773,0
10467,12,0,2.916,-3.899877,0
10468,14,-10,2.592,-3.882031,-9.1125
10469,14,-10,2.268,-3.866285,-9.1125
10470,14,-11,1.944,-3.852638,-9.1125
10471,15,-1,1.944,-3.840041,0
10472,15,-1,1.944,-3.827444,0
10473,15,-11,1.62,-3.815896,-9.1125
10474,15,-2,1.62,-3.805399,0
10475,15,-2,1.62,-3.794901,0
10476,14,7,1.944,-3.783354,9.1125
10477,15,-1,1.944,-3.770756,0
10478,15,-1,1.944,-3.758159,0
10479,14,-1,1.944,-3.745562,0
10480,15,-1,1.944,-3.732965,0
10481,14,-1,1.944,-3.720368,0
10482,14,-1,1.944,-3.707771,0
10483,14,-1,1.944,-3.695173,0
10484,14,-1,1.944,-3.682576,0
10485,14,-1,1.944,-3.669979,0
10486,14,-1,1.944,-3.657382,0
10487,13,7,2.268,-3.643735,9.1125
10488,15,-10,1.944,-3.630088,-9.1125
10489,15,-1,1.944,-3.617491,0
10490,15,-11,1.62,-3.605943,-9.1125
10491,15,-1,1.62,-3.595446,0
10492,15,-1,1.62,-3.584948,0
10493,15,-1,1.62,-3.574451,0
10494,15,-1,1.62,-3.563953,0
10495,15,-1,1.62,-3.553456,0
10496,15,-1,1.62,-3.542958,0
10497,15,-1,1.62,-3.53246,0
10498,15,-1,1.62,-3.521963,0
10499,15,-1,1.62,-3.511465,0
10500,15,-1,1.62,-3.500968,0
10501,14,7,1.944,-3.48942,9.1125
10502,15,-1,1.944,-3.476823,0
10503,15,-1,1.944,-3.464226,0
10504,15,-10,1.62,-3.452679,-9.1125
10505,15,-1,1.62,-3.442181,0
10506,14,7,1.944,-3.430634,9.1125
10507,12,7,2.268,-3.416987,9.1125
10508,12,8,2.592,-3.40124,9.1125
10509,12,0,2.592,-3.384444,0
10510,12,0,2.592,-3.367648,0
10511,12,0,2.592,-3.350852,0
10512,12,0,2.592,-3.334055,0
10513,12,0,2.592,-3.317259,0
10514,11,8,2.916,-3.299413,9.1125
10515,11,0,2.916,-3.280518,0
10516,11,0,2.916,-3.261622,0
10517,11,0,2.916,-3.242727,0
10518,11,0,2.916,-3.223831,0
10519,10,9,3.24,-3.203886,9.1125
10520,10,0,3.24,-3.182891,0
10521,10,0,3.24,-3.161895,0
10522,10,0,3.24,-3.1409,0
10523,9,9,3.564,-3.118855,9.1125
10524,8,0,3.564,-3.095761,0
10525,8,9,3.888,-3.071616,9.1125
10526,7,10,4.212,-3.045372,9.1125
10527,7,1,4.212,-3.018078,0
10528,7,1,4.212,-2.990784,0
10529,7,1,4.212,-2.96349,0
10530,7,1,4.212,-2.936197,0
10531,9,1,4.212,-2.908903,0
10532,8,-8,3.888,-2.882659,-9.1125
10533,8,1,3.888,-2.857465,0
10534,8,1,3.888,-2.832271,0
10535,9,1,3.888,-2.807076,0
10536,7,1,3.888,-2.781882,0
10537,7,10,4.212,-2.755638,9.1125
10538,7,1,4.212,-2.728344,0
10539,8,1,4.212,-2.701051,0
10540,8,1,4.212,-2.673757,0
10541,7,1,4.212,-2.646463,0
10542,8,1,4.212,-2.619169,0
10543,7,1,4.212,-2.591875,0
10544,7,1,4.212,-2.564582,0
10545,7,1,4.212,-2.537288,0
10546,7,1,4.212,-2.509994,0
10547,7,1,4.212,-2.4827,0
10548,7,1,4.212,-2.455406,0
10549,7,1,4.212,-2.428113,0
10550,7,1,4.212,-2.400819,0
10551,7,1,4.212,-2.373525,0
10552,7,1,4.212,-2.346231,0
10553,7,1,4.212,-2.318938,0
10554,7,1,4.212,-2.291644,0
10555,7,1,4.212,-2.26435,0
10556,7,1,4.212,-2.237056,0
10557,7,2,4.212,-2.209762,0
10558,7,2,4.212,-2.182469,0
10559,7,2,4.212,-2.155175,0
10560,7,2,4.212,-2.127881,0
10561,7,2,4.212,-2.100587,0
10562,7,2,4.212,-2.073293,0
10563,8,2,4.212,-2.046,0
10564,8,2,4.212,-2.018706,0
10565,8,-7,3.888,-1.992462,-9.1125
10566,8,1,3.888,-1.967268,0
10567,9,1,3.888,-1.942073,0
10568,9,1,3.888,-1.916879,0
10569,9,-7,3.564,-1.892735,-9.1125
10570,8,11,3.888,-1.86859,9.1125
10571,9,2,3.888,-1.843396,0
10572,9,2,3.888,-1.818202,0
10573,9,-7,3.564,-1.794057,-9.1125
10574,9,1,3.564,-1.770962,0
10575,9,1,3.564,-1.747868,0
10576,10,1,3.564,-1.724773,0
10577,12,-7,3.24,-1.702728,-9.1125
10578,12,-7,2.916,-1.682783,-9.1125
10579,12,-8,2.592,-1.664937,-9.1125
10580,12,0,2.592,-1.64814,0
10581,13,0,2.592,-1.631344,0
10582,13,0,2.592,-1.614548,0
10583,14,-8,2.268,-1.598802,-9.1125
10584,14,0,2.268,-1.584105,0
10585,14,-8,1.944,-1.570458,-9.1125
10586,14,0,1.944,-1.557861,0
10587,14,0,1.944,-1.545264,0
10588,14,0,1.944,-1.532667,0
10589,14,0,1.944,-1.52007,0
10590,14,0,1.944,-1.507473,0
10591,15,0,1.944,-1.494876,0
10592,15,0,1.944,-1.482278,0
10593,15,-8,1.62,-1.470731,-9.1125
10594,16,0,1.62,-1.460234,0
10595,16,0,1.62,-1.449736,0
10596,16,-9,1.296,-1.440288,-9.1125
10597,16,0,1.296,-1.43189,0
10598,16,0,1.296,-1.423492,0
10599,16,0,1.296,-1.415094,0
10600,16,0,1.296,-1.406696,0
10601,16,0,1.296,-1.398298,0
10602,15,9,1.62,-1.38885,9.1125
10603,15,0,1.62,-1.378352,0
10604,15,0,1.62,-1.367855,0
10605,15,0,1.62,-1.357357,0
10606,15,0,1.62,-1.34686,0
10607,15,0,1.62,-1.336362,0
10608,15,0,1.62,-1.325864,0
10609,15,0,1.62,-1.315367,0
10610,15,0,1.62,-1.304869,0
10611,15,0,1.62,-1.294372,0
10612,15,0,1.62,-1.283874,0
10613,15,0,1.62,-1.273376,0
10614,15,0,1.62,-1.262879,0
10615,15,0,1.62,-1.252381,0
10616,15,0,1.62,-1.241884,0
10617,14,9,1.944,-1.230336,9.1125
10618,14,0,1.944,-1.217739,0
10619,14,0,1.944,-1.205142,0
10620,14,0,1.944,-1.192545,0
10621,14,0,1.944,-1.179948,0
10622,13,10,2.268,-1.166301,9.1125
10623,13,1,2.268,-1.151604,0
10624,13,1,2.268,-1.136908,0
10625,14,1,2.268,-1.122211,0
10626,15,-8,1.944,-1.108564,-9.1125
10627,15,0,1.944,-1.095967,0
10628,15,-8,1.62,-1.084419,-9.1125
10629,16,0,1.62,-1.073922,0
10630,19,-8,1.296,-1.064474,-9.1125
10631,19,-18,0.648,-1.058176,-18.225
10632,19,-9,0.324,-1.055026,-9.1125
10633,19,0,0.324,-1.052927,0
10634,19,0,0.324,-1.050827,0
10635,19,0,0.324,-1.048728,0
10636,19,0,0.324,-1.046628,0
10637,19,0,0.324,-1.044529,0
10638,19,0,0.324,-1.042429,0
10639,22,-10,0,-1.04138,-9.1125
10640,22,-10,-0.324,-1.042429,-9.1125
10641,24,-10,-0.648,-1.045579,-9.1125
10642,27,-20,-1.296,-1.051877,-18.225
10643,27,-21,-1.944,-1.062375,-18.225
10644,27,-12,-2.268,-1.076022,-9.1125
10645,27,-3,-2.268,-1.090718,0
10646,33,-22,-2.916,-1.107515,-18.225
10647,33,-22,-3.564,-1.12851,-18.225
10648,33,-23,-4.212,-1.153704,-18.225
10649,33,-5,-4.212,-1.180998,0
10650,33,-5,-4.212,-1.208292,0
10651,36,-14,-4.536,-1.236635,-9.1125
10652,36,-15,-4.86,-1.267078,-9.1125
10653,35,-6,-4.86,-1.298571,0
10654,35,-6,-4.86,-1.330064,0
10655,35,-6,-4.86,-1.361557,0
10656,35,-6,-4.86,-1.393049,0
10657,35,-6,-4.86,-1.424542,0
10658,35,-6,-4.86,-1.456035,0
10659,35,-6,-4.86,-1.487528,0
10660,33,3,-4.536,-1.517971,9.1125
10661,33,3,-4.212,-1.546314,9.1125
10662,33,-5,-4.212,-1.573608,0
10663,33,-5,-4.212,-1.600902,0
10664,31,3,-3.888,-1.627146,9.1125
10665,32,-5,-3.888,-1.65234,0
10666,32,3,-3.564,-1.676484,9.1125
10667,32,-14,-3.888,-1.700629,-9.1125
10668,32,-5,-3.888,-1.725823,0
10669,32,-5,-3.888,-1.751017,0
10670,32,-5,-3.888,-1.776212,0
10671,31,3,-3.564,-1.800356,9.1125
10672,31,-5,-3.564,-1.823451,0
10673,31,-5,-3.564,-1.846546,0
